Instrument,Committee Name,Committee Position of the Director,Committee Start Date,LEI,Company Name,Officer Rank,Officer Full Name,Officer First Name,Officer Middle Name,Officer Last Name,Officer Start Date,Director Start Date,Position Start Date,Position Description
KGF.L,Audit,Member,2016-02-01,213800KBMEV7I92FY281,Kingfisher PLC,12,Ms. Rakhi (Parekh) Goss-Custard,Rakhi,,Goss-Custard,NaT,2016-02-01 00:00:00,2016-02-01 00:00:00,Non-Executive Independent Director
KGF.L,Audit,Member,2022-05-01,213800KBMEV7I92FY281,Kingfisher PLC,13,Mr. William G. (Bill) Lennie,William,G.,Lennie,NaT,2022-05-01 00:00:00,2022-05-01 00:00:00,Non-Executive Independent Director
LRE.L,Audit,Member,2023-04-26,5493002UNUYXLHOWF752,Lancashire Holdings Ltd,6,Mr. Bryan Joseph,Bryan,,Joseph,NaT,2023-04-26 00:00:00,2023-04-26 00:00:00,Non-Executive Director
LRE.L,Audit,Member,2016-07-08,5493002UNUYXLHOWF752,Lancashire Holdings Ltd,10,Mr. Robert R. Lusardi,Robert,R.,Lusardi,NaT,2016-07-08 00:00:00,2022-11-03 00:00:00,Senior Independent Non-Executive Director
LRE.L,Audit,Chairman,2022-04-28,5493002UNUYXLHOWF752,Lancashire Holdings Ltd,11,Ms. Sally Williams,Sally,,Williams,NaT,2019-01-14 00:00:00,2019-01-14 00:00:00,Non-Executive Independent Director
LAND.L,Audit,Chairman,2023-09-18,213800V8IAVKS37D6B88,Land Securities Group PLC,12,Mr. James Bowling,James,,Bowling,NaT,2023-09-07 00:00:00,2023-09-07 00:00:00,Non-Executive Independent Director
LAND.L,Audit,Member,2023-09-18,213800V8IAVKS37D6B88,Land Securities Group PLC,13,Mr. Nicholas Cadbury,Nicholas,,Cadbury,NaT,2017-01-01 00:00:00,2017-01-01 00:00:00,Non-Executive Independent Director
LAND.L,Audit,Member,2019-01-01,213800V8IAVKS37D6B88,Land Securities Group PLC,14,Ms. Madeleine Cosgrave,Madeleine,,Cosgrave,NaT,2019-01-01 00:00:00,2019-01-01 00:00:00,Non-Executive Independent Director
LAND.L,Audit,Member,2022-09-19,213800V8IAVKS37D6B88,Land Securities Group PLC,16,Mr. Miles W. Roberts,Miles,W.,Roberts,NaT,2022-09-19 00:00:00,2022-09-19 00:00:00,Non-Executive Independent Director
LWDB.L,Audit,Member,2021-06-10,2138006E39QX7XV6PP21,Law Debenture Corporation PLC,5,Ms. Clare V. Askem,Clare,V.,Askem,NaT,2021-06-10 00:00:00,2021-06-10 00:00:00,Independent Non-Executive Director
LWDB.L,Audit,Member,,2138006E39QX7XV6PP21,Law Debenture Corporation PLC,6,Mr. Tim Bond,Tim,,Bond,NaT,2015-04-14 00:00:00,2021-04-01 00:00:00,Senior Independent Director
LWDB.L,Audit,Member,,2138006E39QX7XV6PP21,Law Debenture Corporation PLC,7,Ms. Claire E.C. Finn,Claire,E.C.,Finn,NaT,2019-09-02 00:00:00,2019-09-02 00:00:00,Independent Non-Executive Director
LWDB.L,Audit,Chairman,2022-04-07,2138006E39QX7XV6PP21,Law Debenture Corporation PLC,8,Mr. Pars Purewal,Pars,,Purewal,NaT,2021-12-16 00:00:00,2021-12-16 00:00:00,Independent Non-Executive Director
LGEN.L,Audit,Member,2022-06-17,213800JH9QQWHLO99821,Legal & General Group PLC,16,Ms. Carolyn M. Johnson,Carolyn,M.,Johnson,NaT,2022-06-17 00:00:00,2022-06-17 00:00:00,Non-Executive Independent Director
LGEN.L,Audit,Member,2018-11-01,213800JH9QQWHLO99821,Legal & General Group PLC,18,Mr. George M. Lewis,George,M.,Lewis,NaT,2018-11-01 00:00:00,2018-11-01 00:00:00,Independent Non-Executive Director
LGEN.L,Audit,Chairman,2022-05-27,213800JH9QQWHLO99821,Legal & General Group PLC,20,Mr. Tushar Morzaria,Tushar,,Morzaria,NaT,2022-05-27 00:00:00,2022-05-27 00:00:00,Independent Non-Executive Director
LGEN.L,Audit,Member,2021-05-01,213800JH9QQWHLO99821,Legal & General Group PLC,21,"Ms. Nilufer von Bismarck, OBE",Nilufer,,von Bismarck,NaT,2021-05-01 00:00:00,2021-05-01 00:00:00,Independent Non-Executive Director
LIO.L,Audit,Chairman,2019-10-01,549300XVXU6S7PLCL855,Liontrust Asset Management PLC,4,Ms. Mandy Donald,Mandy,,Donald,NaT,2019-10-01 00:00:00,2019-10-01 00:00:00,Non-Executive Independent Director
LIO.L,Audit,Member,,549300XVXU6S7PLCL855,Liontrust Asset Management PLC,5,Ms. Rebecca Shelley,Rebecca,,Shelley,NaT,2021-11-01 00:00:00,2022-03-25 00:00:00,Senior Independent Non-Executive Director
LLOY.L,Audit,Member,2014-09-08,549300PPXHEU2JF0AM85,Lloyds Banking Group PLC,3,Mr. Alan P. Dickinson,Alan,P.,Dickinson,NaT,2014-09-08 00:00:00,2020-05-01 00:00:00,Senior Non-Executive Independent Deputy Chairman of the Board
LLOY.L,Audit,Chairman,2020-10-01,549300PPXHEU2JF0AM85,Lloyds Banking Group PLC,18,Ms. Sarah Catherine Legg,Sarah,Catherine,Legg,NaT,2019-12-01 00:00:00,2019-12-01 00:00:00,Non-Executive Independent Director
LLOY.L,Audit,Member,2020-09-30,549300PPXHEU2JF0AM85,Lloyds Banking Group PLC,24,Ms. Catherine Marie Woods,Catherine,Marie,Woods,NaT,2020-03-01 00:00:00,2020-03-01 00:00:00,Non-Executive Independent Director
LMPL.L,Audit,Member,2018-03-22,213800OCERWWPQDURL87,LondonMetric Property PLC,13,Ms. Suzanne Avery,Suzanne,,Avery,NaT,2018-03-22 00:00:00,2018-03-22 00:00:00,Non-Executive Independent Director
LMPL.L,Audit,Member,2019-03-31,213800OCERWWPQDURL87,LondonMetric Property PLC,14,Mr. Robert Fowlds,Robert,,Fowlds,NaT,2019-01-31 00:00:00,2019-01-31 00:00:00,Senior Non-Executive Independent Director
LMPL.L,Audit,Chairman,2023-05-24,213800OCERWWPQDURL87,LondonMetric Property PLC,17,Ms. Katerina (Kitty) Patmore,Katerina,,Patmore,NaT,2021-01-28 00:00:00,2021-01-28 00:00:00,Non-Executive Independent Director
LSEG.L,Audit,Chairman,2020-04-21,213800QAUUUP6I445N30,London Stock Exchange Group PLC,20,Mr. Dominic Blakemore,Dominic,,Blakemore,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Non-Executive Independent Director
LSEG.L,Audit,Member,2018-12-28,213800QAUUUP6I445N30,London Stock Exchange Group PLC,21,Prof. Kathleen T. Derose,Kathleen,T.,Derose,NaT,2018-12-28 00:00:00,2018-12-28 00:00:00,Non-Executive Independent Director
LSEG.L,Audit,Member,,213800QAUUUP6I445N30,London Stock Exchange Group PLC,22,Mrs. Tsega Gebreyes,Tsega,,Gebreyes,NaT,2021-06-01 00:00:00,2021-06-01 00:00:00,Non-Executive Independent Director
LSEG.L,Audit,Member,2021-06-01,213800QAUUUP6I445N30,London Stock Exchange Group PLC,25,Mr. Ashok V. Vaswani,Ashok,V.,Vaswani,NaT,2021-06-01 00:00:00,2021-06-01 00:00:00,Non-Executive Independent Director
LXIL.L,Audit,Chairman,2023-03-01,2138008YZGXOKAXQVI45,LXI REIT PLC,10,Mr. John Cartwright,John,,Cartwright,NaT,2017-01-27 00:00:00,2017-01-27 00:00:00,Non-Executive Independent Director
LXIL.L,Audit,Member,2022-01-13,2138008YZGXOKAXQVI45,LXI REIT PLC,11,Ms. Ismat Levin,Ismat,,Levin,NaT,2022-01-13 00:00:00,2022-01-13 00:00:00,Non-Executive Independent Director
LXIL.L,Audit,Member,2023-03-01,2138008YZGXOKAXQVI45,LXI REIT PLC,12,Mr. Hugh Seaborn,Hugh,,Seaborn,NaT,2022-01-13 00:00:00,2022-03-11 00:00:00,Senior Non-Executive Independent Director
MNG.L,Audit,Member,,254900TWUJUQ44TQJY84,M&G PLC,5,Mr. Clive Adamson,Clive,,Adamson,NaT,2019-03-22 00:00:00,2019-03-22 00:00:00,Non-Executive Independent Director
MNG.L,Audit,Member,2022-05-25,254900TWUJUQ44TQJY84,M&G PLC,7,Mr. Dev Sanyal,Dev,,Sanyal,NaT,2022-05-16 00:00:00,2022-05-16 00:00:00,Non-Executive Independent Director
MNG.L,Audit,Chairman,,254900TWUJUQ44TQJY84,M&G PLC,8,Ms. Clare Thompson,Clare,,Thompson,NaT,2019-05-07 00:00:00,2023-05-24 00:00:00,Interim Senior Non-Executive Independent Director
MKS.L,Audit,Chairman,2022-06-07,213800EJP14A79ZG1X44,Marks and Spencer Group PLC,11,Ms. Evelyn Bourke,Evelyn,,Bourke,NaT,2021-02-01 00:00:00,2021-02-01 00:00:00,Independent Non-Executive Director
MKS.L,Audit,Member,2022-08-01,213800EJP14A79ZG1X44,Marks and Spencer Group PLC,13,Mr. Ronan Dunne,Ronan,,Dunne,NaT,2022-08-01 00:00:00,2022-08-01 00:00:00,Independent Non-Executive Director
MKS.L,Audit,Member,2019-11-04,213800EJP14A79ZG1X44,Marks and Spencer Group PLC,16,Justin M. King,Justin,M.,King,2001-03-01 00:00:00,2001-03-01 00:00:00,2019-01-01 00:00:00,Independent Non-Executive Director
EMG.L,Audit,Chairman,2020-05-01,2549003YWC1DW6LALB09,Man Group PLC,9,Ms. Lucinda M. Bell,Lucinda,M.,Bell,NaT,2020-02-28 00:00:00,2020-02-28 00:00:00,Independent Non-Executive Director
EMG.L,Audit,Member,2020-01-01,2549003YWC1DW6LALB09,Man Group PLC,10,Mr. Richard Berliand,Richard,,Berliand,NaT,2016-01-19 00:00:00,2017-05-05 00:00:00,Senior Independent Non-Executive Director
EMG.L,Audit,Member,2022-11-01,2549003YWC1DW6LALB09,Man Group PLC,12,Mr. Alberto G. Musalem,Alberto,G.,Musalem,NaT,2022-11-01 00:00:00,2022-11-01 00:00:00,Non-Executive Independent Director
MSLH.L,Audit,Member,2019-10-01,213800S21IFC367J5V62,Marshalls PLC,6,Ms. Angela Claire Bromfield,Angela,Claire,Bromfield,NaT,2019-10-01 00:00:00,2019-10-01 00:00:00,Non-Executive Independent Director
MSLH.L,Audit,Member,2021-06-01,213800S21IFC367J5V62,Marshalls PLC,7,Ms. Avis Darzins,Avis,,Darzins,NaT,2021-06-01 00:00:00,2021-06-01 00:00:00,Non-Executive Independent Director
MSLH.L,Audit,Member,2023-01-01,213800S21IFC367J5V62,Marshalls PLC,8,Mr. Diana Houghton,Diana,,Houghton,NaT,2023-01-01 00:00:00,2023-01-01 00:00:00,Non-Executive Independent Director
MSLH.L,Audit,Chairman,2017-05-10,213800S21IFC367J5V62,Marshalls PLC,9,Mr. Graham Prothero,Graham,,Prothero,NaT,2017-05-10 00:00:00,2021-05-21 00:00:00,Senior Independent Non-Executive Director
MRON.L,Audit,Member,2022-05-05,213800RGNXXZY2M7TR85,Melrose Industries PLC,9,Ms. Heather Lawrence,Heather,,Lawrence,NaT,2021-06-01 00:00:00,2021-06-01 00:00:00,Non-Executive Independent Director
MRON.L,Audit,Member,2018-10-01,213800RGNXXZY2M7TR85,Melrose Industries PLC,11,Ms. Charlotte Twyning,Charlotte,,Twyning,NaT,2018-10-01 00:00:00,2018-10-01 00:00:00,Non-Executive Independent Director
MRCM.L,Audit,Member,2015-09-23,549300BGX3CJIHLP2H42,Mercantile Investment Trust PLC,1,Mr. Angus Gordon Lennox,Angus,Gordon,Lennox,NaT,2015-09-23 00:00:00,2017-05-24 00:00:00,Independent Non-Executive Chairman of the Board
MRCM.L,Audit,Member,,549300BGX3CJIHLP2H42,Mercantile Investment Trust PLC,2,Mrs. Rachel Beagles,Rachel,Anne,Beagles,NaT,2021-06-01 00:00:00,2023-02-01 00:00:00,Senior Non-Executive Independent Director
MRCM.L,Audit,Member,,549300BGX3CJIHLP2H42,Mercantile Investment Trust PLC,3,Ms. Julia Goh,Julia,,Goh,NaT,2023-01-01 00:00:00,2023-01-01 00:00:00,Non-Executive Independent Director
MRCM.L,Audit,Member,,549300BGX3CJIHLP2H42,Mercantile Investment Trust PLC,4,Ms. Heather Hopkins,Heather,,Hopkins,NaT,2018-07-01 00:00:00,2018-07-01 00:00:00,Independent Non-Executive Director
MRCM.L,Audit,Member,,549300BGX3CJIHLP2H42,Mercantile Investment Trust PLC,5,Mr. Graham John Kitchen,Graham,John,Kitchen,NaT,2018-07-01 00:00:00,2023-02-01 00:00:00,Independent Non-Executive Director
MRCM.L,Audit,Chairman,2023-05-01,549300BGX3CJIHLP2H42,Mercantile Investment Trust PLC,6,Mr. Damien Maltarp,Damien,,Maltarp,NaT,2021-06-01 00:00:00,2021-06-01 00:00:00,Independent Non-Executive Director
MRCH.L,Audit,Chairman,2016-11-01,5299008VJFXCUD2EG312,Merchants Trust PLC,3,Mr. Timon Drakesmith,Timon,,Drakesmith,NaT,2016-11-01 00:00:00,2016-11-01 00:00:00,Non-Executive Independent Director
MRCH.L,Audit,Member,2020-05-01,5299008VJFXCUD2EG312,Merchants Trust PLC,4,Ms. Karen Mckellar,Karen,,Mckellar,NaT,2020-05-01 00:00:00,2020-05-01 00:00:00,Non-Executive Independent Director
MRCH.L,Audit,Member,2014-11-03,5299008VJFXCUD2EG312,Merchants Trust PLC,5,Ms. Mary Ann Sieghart,Mary,Ann,Sieghart,NaT,2014-11-03 00:00:00,2014-11-03 00:00:00,Non-Executive Independent Director
MRCH.L,Audit,Member,2014-11-03,5299008VJFXCUD2EG312,Merchants Trust PLC,6,Ms. Sybella Stanley,Sybella,,Stanley,NaT,2014-11-03 00:00:00,2017-01-31 00:00:00,Senior Non-Executive Independent Director
MAB.L,Audit,Member,2022-07-04,213800JHYNDNB1NS2W10,Mitchells & Butlers PLC,8,Ms. Amanda Victoria Brown,Amanda,Victoria,Brown,NaT,2022-07-04 00:00:00,2022-07-04 00:00:00,Non-Executive Director
MAB.L,Audit,Member,2016-02-29,213800JHYNDNB1NS2W10,Mitchells & Butlers PLC,12,Mr. Dave Coplin,Dave,,Coplin,NaT,2016-02-29 00:00:00,2016-02-29 00:00:00,Independent Non-Executive Director
MAB.L,Audit,Chairman,2021-07-31,213800JHYNDNB1NS2W10,Mitchells & Butlers PLC,13,Ms. Jane Moriarty,Jane,,Moriarty,NaT,2019-02-27 00:00:00,2022-01-25 00:00:00,Senior Non-Executive Independent Director
MTO.L,Audit,Member,2022-04-01,213800MTCLTKEHWZMJ03,Mitie Group PLC,6,Mr. Chet Patel,Chet,,Patel,NaT,2022-04-01 00:00:00,2022-04-01 00:00:00,Independent Non-Executive Director
MTO.L,Audit,Chairman,2018-07-31,213800MTCLTKEHWZMJ03,Mitie Group PLC,7,Ms. Mary Reilly,Mary,,Reilly,NaT,2017-09-01 00:00:00,2017-09-01 00:00:00,Independent Non-Executive Director
MTO.L,Audit,Member,2018-07-31,213800MTCLTKEHWZMJ03,Mitie Group PLC,9,Mr. Roger Yates,Roger,,Yates,NaT,2018-03-01 00:00:00,2018-07-31 00:00:00,Senior Independent Non-Executive Director
MCG.L,Audit,Member,2019-10-01,213800A8IQEMY8PA5X34,Mobico Group PLC,6,Ms. Ana de Pro Gonzalo,Ana,,de Pro Gonzalo,NaT,2019-10-01 00:00:00,2019-10-01 00:00:00,Non-Executive Independent Director
MCG.L,Audit,Member,2021-06-01,213800A8IQEMY8PA5X34,Mobico Group PLC,7,Ms. Carolyn A. Flowers,Carolyn,A.,Flowers,NaT,2021-06-01 00:00:00,2021-06-01 00:00:00,Non-Executive Independent Director
GROW.L,Audit,Chairman,2022-01-01,213800IPCR3SAYJWSW10,Molten Ventures PLC,1,Mr. Grahame David Cook,Grahame,David,Cook,NaT,NaT,2023-01-17 00:00:00,Non-Executive Senior Independent Interim Chairman of the Board
GROW.L,Audit,Member,2022-01-01,213800IPCR3SAYJWSW10,Molten Ventures PLC,5,Ms. Sarah F. Gentleman,Sarah,F.,Gentleman,NaT,2021-09-08 00:00:00,2021-09-08 00:00:00,Non-Executive Independent Director
GROW.L,Audit,Member,,213800IPCR3SAYJWSW10,Molten Ventures PLC,6,"Mr. Richard Fowler Pelly, OBE",Richard,Fowler,Pelly,NaT,NaT,NaT,Non-Executive Independent Director
GROW.L,Audit,Member,,213800IPCR3SAYJWSW10,Molten Ventures PLC,7,Ms. Gervaise Slowey,Gervaise,,Slowey,NaT,2021-07-23 00:00:00,2021-07-23 00:00:00,Non-Executive Independent Director
MNDI.L,Audit,Member,,213800LOZA69QFDC9N34,Mondi PLC,11,Mr. Svein Richard Brandtzaeg,Svein,Richard,Brandtzaeg,NaT,2021-04-22 00:00:00,2021-04-22 00:00:00,Independent Non-Executive Director
MNDI.L,Audit,Member,2021-04-22,213800LOZA69QFDC9N34,Mondi PLC,12,Ms. Sue Clark,Sue,,Clark,NaT,2021-04-22 00:00:00,2021-04-22 00:00:00,Independent Non-Executive Director
MNDI.L,Audit,Member,2022-05-06,213800LOZA69QFDC9N34,Mondi PLC,14,Mr. Saki J. Macozoma,Saki,J.,Macozoma,NaT,2022-05-06 00:00:00,2022-05-06 00:00:00,Independent Non-Executive Director
MNDI.L,Audit,Chairman,2020-01-01,213800LOZA69QFDC9N34,Mondi PLC,17,Mr. Stephen G. Young,Stephen,G.,Young,NaT,2018-05-01 00:00:00,2023-05-04 00:00:00,Independent Non-Executive Director
MONY.L,Audit,Chairman,2020-01-01,54930016B7VO33FBE722,Moneysupermarket.Com Group PLC,5,Ms. Caroline Britton,Caroline,,Britton,NaT,2019-09-01 00:00:00,2022-05-05 00:00:00,Senior Independent Non-Executive Director
MONY.L,Audit,Member,2021-09-01,54930016B7VO33FBE722,Moneysupermarket.Com Group PLC,7,Ms. Lesley Jones,Lesley,,Jones,NaT,2021-09-01 00:00:00,2022-01-01 00:00:00,Independent Non-Executive Director
MONY.L,Audit,Member,2022-10-03,54930016B7VO33FBE722,Moneysupermarket.Com Group PLC,8,Mr. Rakesh Sharma,Rakesh,,Sharma,NaT,2022-10-03 00:00:00,2022-10-03 00:00:00,Independent Non-Executive Director
MONY.L,Audit,Member,2018-06-01,54930016B7VO33FBE722,Moneysupermarket.Com Group PLC,9,Ms. Sarah Warby,Sarah,,Warby,NaT,2018-06-01 00:00:00,2018-06-01 00:00:00,Independent Non-Executive Director
MNKS.L,Audit,Member,,213800MRI1JTUKG5AF64,Monks Investment Trust PLC,3,Ms. Claire Boyle,Claire,,Boyle,NaT,2020-05-01 00:00:00,2020-05-01 00:00:00,Independent Non-Executive Director
MNKS.L,Audit,Member,,213800MRI1JTUKG5AF64,Monks Investment Trust PLC,4,Ms. Belinda Richards,Belinda,,Richards,NaT,2016-09-28 00:00:00,2016-09-28 00:00:00,Independent Non-Executive Director
MNKS.L,Audit,Member,,213800MRI1JTUKG5AF64,Monks Investment Trust PLC,5,Mr. Nigel Shadbolt,Nigel,,Shadbolt,NaT,2017-03-09 00:00:00,2017-03-09 00:00:00,Independent Non-Executive Director
MNKS.L,Audit,Chairman,2015-05-01,213800MRI1JTUKG5AF64,Monks Investment Trust PLC,6,Mr. Jeremy J. Tigue,Jeremy,J.,Tigue,NaT,2014-09-30 00:00:00,2019-09-03 00:00:00,Senior Independent Non-Executive Director
MGAMM.L,Audit,Chairman,2017-07-31,I4K14LL95N2PHDL7EG85,Morgan Advanced Materials PLC,5,Ms. Jane Aikman,Jane,,Aikman,NaT,2017-07-31 00:00:00,2017-07-31 00:00:00,Non-Executive Independent Director
MGAMM.L,Audit,Member,2016-02-24,I4K14LL95N2PHDL7EG85,Morgan Advanced Materials PLC,6,Ms. Helen Bunch,Helen,,Bunch,NaT,2016-02-24 00:00:00,2016-02-24 00:00:00,Non-Executive Independent Director
MGAMM.L,Audit,Member,2016-05-06,I4K14LL95N2PHDL7EG85,Morgan Advanced Materials PLC,7,Ms. Laurence Mulliez,Laurence,,Mulliez,NaT,2016-05-06 00:00:00,2017-12-08 00:00:00,Senior Non-Executive Independent Director
MGAMM.L,Audit,Member,2019-05-10,I4K14LL95N2PHDL7EG85,Morgan Advanced Materials PLC,8,Mr. Clement Woon,Clement,,Woon,NaT,2019-05-10 00:00:00,2019-05-10 00:00:00,Non-Executive Independent Director
MGNS.L,Audit,Member,2018-09-10,2138008339ULDGZRB345,Morgan Sindall Group PLC,12,Mr. David S. Lowden,David,S.,Lowden,NaT,2018-09-10 00:00:00,2019-01-01 00:00:00,Senior Independent Director
MGNS.L,Audit,Chairman,2016-05-05,2138008339ULDGZRB345,Morgan Sindall Group PLC,13,Mr. Malcolm Charles Cooper,Malcolm,Charles,Cooper,NaT,2015-11-09 00:00:00,2015-11-09 00:00:00,Non-Executive Independent Director
MGNS.L,Audit,Member,2020-12-10,2138008339ULDGZRB345,Morgan Sindall Group PLC,16,Ms. Jennifer (Jen) Tippin,Jennifer,,Tippin,NaT,2020-03-01 00:00:00,2020-03-01 00:00:00,Non-Executive Independent Director
MUT.L,Audit,Chairman,2018-11-05,549300IRNFGVQIQHUI13,Murray Income Trust PLC,2,Ms. Stephanie Eastment,Stephanie,,Eastment,NaT,2018-08-02 00:00:00,2018-08-02 00:00:00,Independent Non-Executive Director
MUT.L,Audit,Member,,549300IRNFGVQIQHUI13,Murray Income Trust PLC,3,Mr. Alan J. Giles,Alan,J.,Giles,NaT,2020-11-17 00:00:00,2020-11-17 00:00:00,Non-Executive Independent Director
MUT.L,Audit,Member,,549300IRNFGVQIQHUI13,Murray Income Trust PLC,4,Mr. Peter Tait,Peter,,Tait,NaT,2017-11-07 00:00:00,2017-11-07 00:00:00,Independent Non-Executive Director
MUT.L,Audit,Member,,549300IRNFGVQIQHUI13,Murray Income Trust PLC,5,Ms. Nandita Sahgal Tully,Nandita,Sahgal,Tully,NaT,2021-11-03 00:00:00,2021-11-03 00:00:00,Non-Executive Independent Director
MUT.L,Audit,Member,,549300IRNFGVQIQHUI13,Murray Income Trust PLC,6,Ms. Merryn Somerset Webb,Merryn,Somerset,Webb,NaT,2019-08-07 00:00:00,2019-08-07 00:00:00,Independent Non-Executive Director
MYI.L,Audit,Chairman,2021-04-23,549300BP77JO5Y8LM553,Murray International Trust PLC,2,Ms. Claire Binyon,Claire,,Binyon,NaT,2018-05-01 00:00:00,2018-05-01 00:00:00,Independent Non-Executive Director
MYI.L,Audit,Member,,549300BP77JO5Y8LM553,Murray International Trust PLC,5,Ms. Virginia Holmes,Virginia,,Holmes,NaT,2022-06-22 00:00:00,2024-01-01 00:00:00,Non-Executive Independent Chairman of the Board
MYI.L,Audit,Member,2018-01-01,549300BP77JO5Y8LM553,Murray International Trust PLC,6,Ms. Alexandra Jane Mackesy,Alexandra,Jane,Mackesy,NaT,2016-05-01 00:00:00,2021-08-10 00:00:00,Senior Non-Executive Independent Director
MYI.L,Audit,Member,,549300BP77JO5Y8LM553,Murray International Trust PLC,7,Mr. Nicholas (Nick) Melhuish,Nicholas,,Melhuish,NaT,2021-05-01 00:00:00,2021-05-01 00:00:00,Non-Executive Independent Director
NG.L,Audit,Member,2023-01-01,8R95QZMKZLJX5Q2XR704,National Grid PLC,6,Ms. Liz Hewitt,Liz,,Hewitt,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Non-Executive Independent Director
NG.L,Audit,Member,2021-09-01,8R95QZMKZLJX5Q2XR704,National Grid PLC,7,Lord Ian Paul Livingston,Ian,Paul,Livingston,NaT,2021-08-01 00:00:00,2021-08-01 00:00:00,Non-Executive Independent Director
NG.L,Audit,Chairman,2023-01-01,8R95QZMKZLJX5Q2XR704,National Grid PLC,8,Mr. Iain James Mackay,Iain,James,Mackay,NaT,2022-07-11 00:00:00,2022-07-11 00:00:00,Non-Executive Independent Director
NG.L,Audit,Member,2021-09-01,8R95QZMKZLJX5Q2XR704,National Grid PLC,11,Mr. Jonathan M. Silver,Jonathan,M.,Silver,NaT,2019-05-16 00:00:00,2019-05-16 00:00:00,Non-Executive Independent Director
NWG.L,Audit,Chairman,2019-03-31,2138005O9XJIJN4JPN90,Natwest Group PLC,21,Mr. Patrick G. Flynn,Patrick,G.,Flynn,NaT,2018-06-01 00:00:00,2018-06-01 00:00:00,Non-Executive Independent Director
NWG.L,Audit,Member,2019-01-01,2138005O9XJIJN4JPN90,Natwest Group PLC,24,Mr. Mark Seligman,Mark,,Seligman,NaT,2017-04-01 00:00:00,2018-01-01 00:00:00,Senior Non-Executive Independent Director
NBPE.L,Audit,Member,,213800UJH93NH8IOFQ77,NB Private Equity Partners Ltd,2,Mrs. Trudi Clark,Trudi,,Clark,NaT,2017-04-24 00:00:00,2017-04-24 00:00:00,Non-Executive Independent Director
NBPE.L,Audit,Chairman,2016-01-01,213800UJH93NH8IOFQ77,NB Private Equity Partners Ltd,3,Mr. John Martyn Falla,John,Martyn,Falla,NaT,2015-12-21 00:00:00,2022-01-01 00:00:00,Non-Executive Independent Director
NBPE.L,Audit,Member,2021-06-15,213800UJH93NH8IOFQ77,NB Private Equity Partners Ltd,4,Ms. Louisa Symington-Mills,Louisa,C. M.,Symington-Mills,NaT,2021-06-15 00:00:00,2021-06-15 00:00:00,Non-Executive Independent Director
NBPE.L,Audit,Member,2019-04-15,213800UJH93NH8IOFQ77,NB Private Equity Partners Ltd,5,Mr. Wilken Von Hodenberg,Wilken,,Von Hodenberg,NaT,2019-03-21 00:00:00,2019-09-23 00:00:00,Senior Independent Non-Executive Director
NETW.L,Audit,Member,2020-02-04,213800XVRNKWENNLKK60,Network International Holdings PLC,14,Mr. Anil Dua,Anil,,Dua,NaT,2020-01-22 00:00:00,2020-01-22 00:00:00,Independent Non-Executive Director 
NETW.L,Audit,Chairman,,213800XVRNKWENNLKK60,Network International Holdings PLC,16,Mr. Darren Pope,Darren,,Pope,NaT,2019-03-13 00:00:00,2019-03-13 00:00:00,Senior Independent Non-Executive Directorx
NETW.L,Audit,Member,2021-01-01,213800XVRNKWENNLKK60,Network International Holdings PLC,17,Ms. Diane C. Radley,Diane,C.,Radley,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Independent Non-Executive Director 
NETW.L,Audit,Member,2021-01-01,213800XVRNKWENNLKK60,Network International Holdings PLC,18,Ms. Monique Shivanandan,Monique,,Shivanandan,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Independent Non-Executive Director 
NXT.L,Audit,Chairman,2017-05-18,213800WQD8ECPZP9PH98,Next PLC,8,Mr. Jonathan Bewes,Jonathan,,Bewes,NaT,2016-10-03 00:00:00,2021-05-01 00:00:00,Senior Independent Non-Executive Director
NXT.L,Audit,Member,2021-09-01,213800WQD8ECPZP9PH98,Next PLC,9,Mr. Soumen Das,Soumen,,Das,NaT,2021-09-01 00:00:00,2021-09-01 00:00:00,Independent Non-Executive Director
NXT.L,Audit,Member,2020-07-13,213800WQD8ECPZP9PH98,Next PLC,10,Mr. Tom Hall,Tom,,Hall,NaT,2020-07-13 00:00:00,2020-07-13 00:00:00,Independent Non-Executive Director 
NXT.L,Audit,Member,,213800WQD8ECPZP9PH98,Next PLC,11,Ms. Tristia Adele Harrison,Tristia,Adele,Harrison,NaT,2018-09-25 00:00:00,2018-09-25 00:00:00,Independent Non-Executive Director
